draw_ID,Rate,result,mn,max
ssp_radio,320,radio_4_12,1,1
ssp_radio,320,radio_4_13,1,1
ssp_radio,320,radio_4_14,1,1
ssp_radio,320,radio_4_15,1,1
ssp_radio,320,radio_4_16,1,1
ssp_radio,320,radio_4_17,1,1
ssp_radio,320,radio_4_18,1,1
ssp_radio,320,radio_4_19,1,1
ssp_radio,320,radio_4_20,1,1
ssp_radio,559,radio_5_1,1,1
ssp_radio,559,radio_5_2,1,1
ssp_radio,559,radio_5_3,1,1
ssp_radio,559,radio_5_4,1,1
ssp_radio,559,radio_5_5,1,1
ssp_radio,559,radio_5_6,1,1
ssp_radio,559,radio_5_7,1,1
ssp_radio,559,radio_5_8,1,1
ssp_radio,559,radio_5_9,1,1
ssp_radio,559,radio_5_10,1,1
ssp_radio,559,radio_5_11,1,1
ssp_radio,559,radio_5_12,1,1
ssp_radio,559,radio_5_13,1,1
ssp_radio,559,radio_5_14,1,1
ssp_radio,559,radio_5_15,1,1
ssp_radio,559,radio_5_16,1,1
ssp_radio,559,radio_5_17,1,1
ssp_radio,559,radio_5_18,1,1
ssp_radio,559,radio_5_19,1,1
ssp_radio,559,radio_5_20,1,1
ssp_lg,156,lg_3_1,1,1
ssp_lg,156,lg_3_2,1,1
ssp_lg,156,lg_3_3,1,1
ssp_lg,156,lg_3_4,1,1
ssp_lg,156,lg_3_5,1,1
ssp_lg,156,lg_3_6,1,1
ssp_lg,156,lg_3_7,1,1
ssp_lg,156,lg_3_8,1,1
ssp_lg,156,lg_3_9,1,1
ssp_lg,156,lg_3_10,1,1
ssp_lg,320,lg_4_1,1,1
ssp_lg,320,lg_4_2,1,1
ssp_lg,320,lg_4_3,1,1
ssp_lg,320,lg_4_4,1,1
ssp_lg,320,lg_4_5,1,1
ssp_lg,320,lg_4_6,1,1
ssp_lg,320,lg_4_7,1,1
ssp_lg,320,lg_4_8,1,1
ssp_lg,320,lg_4_9,1,1
ssp_lg,320,lg_4_10,1,1
ssp_lg,320,lg_4_11,1,1
ssp_lg,320,lg_4_12,1,1
ssp_lg,320,lg_4_13,1,1
ssp_lg,320,lg_4_14,1,1
ssp_lg,320,lg_4_15,1,1
ssp_lg,320,lg_4_16,1,1
ssp_lg,320,lg_4_17,1,1
ssp_lg,320,lg_4_18,1,1
ssp_lg,320,lg_4_19,1,1
ssp_lg,320,lg_4_20,1,1
ssp_lg,559,lg_5_1,1,1
ssp_lg,559,lg_5_2,1,1
ssp_lg,559,lg_5_3,1,1
ssp_lg,559,lg_5_4,1,1
ssp_lg,559,lg_5_5,1,1
ssp_lg,559,lg_5_6,1,1
ssp_lg,559,lg_5_7,1,1
ssp_lg,559,lg_5_8,1,1
ssp_lg,559,lg_5_9,1,1
ssp_lg,559,lg_5_10,1,1
ssp_lg,559,lg_5_11,1,1
ssp_lg,559,lg_5_12,1,1
ssp_lg,559,lg_5_13,1,1
ssp_lg,559,lg_5_14,1,1
ssp_lg,559,lg_5_15,1,1
ssp_lg,559,lg_5_16,1,1
ssp_lg,559,lg_5_17,1,1
ssp_lg,559,lg_5_18,1,1
ssp_lg,559,lg_5_19,1,1
ssp_lg,559,lg_5_20,1,1
ssp_box_ex,1296,gem_A_7,1,3
ssp_box_ex,882,gem_A_6,1,3
ssp_box_ex,559,gem_A_5,1,3
ssp_box_ex,1296,gem_B_7,1,3
ssp_box_ex,882,gem_B_6,1,3
ssp_box_ex,559,gem_B_5,1,3
ssp_box_ex,1296,gem_C_7,1,3
ssp_box_ex,882,gem_C_6,1,3
ssp_box_ex,559,gem_C_5,1,3
ssp_box_ex,1296,gem_E_7,1,3
ssp_box_ex,882,gem_E_6,1,3
ssp_box_ex,559,gem_E_5,1,3
ep_box_ex,559,gem_A_5,1,5
ep_box_ex,320,gem_A_4,1,5
ep_box_ex,559,gem_B_5,1,5
ep_box_ex,320,gem_B_4,1,5
ep_box_ex,559,gem_C_5,1,5
ep_box_ex,320,gem_C_4,1,5
ep_box_ex,559,gem_E_5,1,5
ep_box_ex,320,gem_E_4,1,5
ep_box,320,acce_4_1,1,1
ep_box,320,acce_4_2,1,1
ep_box,320,acce_4_3,1,1
ep_box,320,acce_4_4,1,1
ep_box,320,acce_4_5,1,1
ep_box,320,acce_4_6,1,1
ep_box,320,acce_4_7,1,1
ep_box,320,acce_4_8,1,1
ep_box,320,acce_4_9,1,1
ep_box,320,acce_4_10,1,1
ep_box,320,acce_4_11,1,1
ep_box,320,acce_4_12,1,1
ep_box,320,acce_4_13,1,1
ep_box,320,acce_4_14,1,1
ep_box,320,acce_4_15,1,1
ep_box,320,acce_4_16,1,1
ep_box,320,acce_4_17,1,1
ep_box,320,acce_4_18,1,1
ep_box,320,acce_4_19,1,1
ep_box,320,acce_4_20,1,1
ep_box,559,acce_5_1,1,1
ep_box,559,acce_5_2,1,1
ep_box,559,acce_5_3,1,1
ep_box,559,acce_5_4,1,1
ep_box,559,acce_5_5,1,1
ep_box,559,acce_5_6,1,1
ep_box,559,acce_5_7,1,1
ep_box,559,acce_5_8,1,1
ep_box,559,acce_5_9,1,1
ep_box,559,acce_5_10,1,1
ep_box,559,acce_5_11,1,1
ep_box,559,acce_5_12,1,1
ep_box,559,acce_5_13,1,1
ep_box,559,acce_5_14,1,1
ep_box,559,acce_5_15,1,1
ep_box,559,acce_5_16,1,1
ep_box,559,acce_5_17,1,1
ep_box,559,acce_5_18,1,1
ep_box,559,acce_5_19,1,1
ep_box,559,acce_5_20,1,1
ep_box,882,acce_6_1,1,1
ep_box,882,acce_6_2,1,1
ep_box,882,acce_6_3,1,1
ep_box,882,acce_6_4,1,1
ep_box,882,acce_6_5,1,1
ep_box,882,acce_6_6,1,1
ep_box,882,acce_6_7,1,1
ep_box,882,acce_6_8,1,1
ep_box,882,acce_6_9,1,1
ep_box,882,acce_6_10,1,1
ep_box,1296,acce_7_1,1,1
ep_box,1296,acce_7_2,1,1
ep_box,1296,acce_7_3,1,1
ep_box,1296,acce_7_4,1,1
ep_box,1296,acce_7_5,1,1
ep_box,1296,acce_7_6,1,1
ep_box,1296,acce_7_7,1,1
ep_box,1296,acce_7_8,1,1
ep_box,1296,acce_7_9,1,1
ep_box,1296,acce_7_10,1,1
