gear_ID,category,name,icon,tier,socket_min,socket_max,staminaMax,staminaUse,listeningSSP,listeningEP,getEXP,getSSP_24hRate,getSSP_24hAmount,luck_addrate,getEP_24hRate,getSSP_Play,getSSP_PlayDelay,getSSP_PlayAmount
parts_4_5,Parts,응답 드라이버,parts_4_5,4,,,,,,,,,,,,,,
parts_4_6,Parts,모노크로스 재생기,parts_4_6,4,,,,,,,,,,,,,,
parts_4_7,Parts,미디 어탭터,parts_4_7,4,,,,,,,,,,,,,,
parts_4_8,Parts,오디오 접속기,parts_4_8,4,,,,,,,,,,,,,,
parts_4_9,Parts,전원 변환기,parts_4_9,4,,,,,,,,,,,,,,
parts_4_10,Parts,마이크로 앰프,parts_4_10,4,,,,,,,,,,,,,,
parts_4_11,Parts,튜닝 용 피치 캡,parts_4_11,4,,,,,,,,,,,,,,
parts_4_12,Parts,사운드 프로세서,parts_4_12,4,,,,,,,,,,,,,,
parts_4_13,Parts,코일 밥,parts_4_13,4,,,,,,,,,,,,,,
parts_4_14,Parts,고음 블렌더,parts_4_14,4,,,,,,,,,,,,,,
parts_4_15,Parts,선정성 스피커 그릴,parts_4_15,4,,,,,,,,,,,,,,
parts_4_16,Parts,마이크로폰 바디,parts_4_16,4,,,,,,,,,,,,,,
parts_4_17,Parts,전력 변환 장치,parts_4_17,4,,,,,,,,,,,,,,
parts_4_18,Parts,송신기,parts_4_18,4,,,,,,,,,,,,,,
parts_4_19,Parts,디지털 인터페이스,parts_4_19,4,,,,,,,,,,,,,,
parts_4_20,Parts,공명 증폭기,parts_4_20,4,,,,,,,,,,,,,,
parts_5_1,Parts,음질 향상기,parts_5_1,5,,,,,,,,,,,,,,
parts_5_2,Parts,리듬 가속기,parts_5_2,5,,,,,,,,,,,,,,
parts_5_3,Parts,멜로디 정화기,parts_5_3,5,,,,,,,,,,,,,,
parts_5_4,Parts,하모니 조화기,parts_5_4,5,,,,,,,,,,,,,,
parts_5_5,Parts,템포 안정기,parts_5_5,5,,,,,,,,,,,,,,
parts_5_6,Parts,볼륨 조절기,parts_5_6,5,,,,,,,,,,,,,,
parts_5_7,Parts,음색 변환기,parts_5_7,5,,,,,,,,,,,,,,
parts_5_8,Parts,에코 생성기,parts_5_8,5,,,,,,,,,,,,,,
parts_5_9,Parts,리버브 확장기,parts_5_9,5,,,,,,,,,,,,,,
parts_5_10,Parts,지휘자 연미복,parts_5_10,5,,,,,,,,,,,,,,
parts_5_11,Parts,오페라 드레스,parts_5_11,5,,,,,,,,,,,,,,
parts_5_12,Parts,록스타 가죽자켓,parts_5_12,5,,,,,,,,,,,,,,
parts_5_13,Parts,재즈 수트,parts_5_13,5,,,,,,,,,,,,,,
parts_5_14,Parts,클래식 턱시도,parts_5_14,5,,,,,,,,,,,,,,
parts_5_15,Parts,모던 무대복,parts_5_15,5,,,,,,,,,,,,,,
parts_5_16,Parts,빈티지 원피스,parts_5_16,5,,,,,,,,,,,,,,
parts_5_17,Parts,퓨전 의상,parts_5_17,5,,,,,,,,,,,,,,
parts_5_18,Parts,아방가르드 복장,parts_5_18,5,,,,,,,,,,,,,,
parts_5_19,Parts,네오 클래식 웨어,parts_5_19,5,,,,,,,,,,,,,,
parts_5_20,Parts,퍼펙트 부스터,parts_5_20,5,,,,,,,,,,,,,,
parts_6_1,Parts,콤보 멀티플라이어,parts_6_1,6,,,,,,,,,,,,,,
parts_6_2,Parts,스코어 더블러,parts_6_2,6,,,,,,,,,,,,,,
parts_6_3,Parts,에너지 충전기,parts_6_3,6,,,,,,,,,,,,,,
parts_6_4,Parts,체력 회복제,parts_6_4,6,,,,,,,,,,,,,,
parts_6_5,Parts,마나 물약,parts_6_5,6,,,,,,,,,,,,,,
parts_6_6,Parts,집중력 향상제,parts_6_6,6,,,,,,,,,,,,,,
parts_6_7,Parts,반사신경 개선제,parts_6_7,6,,,,,,,,,,,,,,
parts_6_8,Parts,정확도 증가제,parts_6_8,6,,,,,,,,,,,,,,
parts_6_9,Parts,속도 가속제,parts_6_9,6,,,,,,,,,,,,,,
parts_6_10,Parts,리듬 강화석,parts_6_10,6,,,,,,,,,,,,,,
parts_6_11,Parts,멜로디 강화석,parts_6_11,6,,,,,,,,,,,,,,
parts_6_12,Parts,하모니 강화석,parts_6_12,6,,,,,,,,,,,,,,
parts_6_13,Parts,템포 강화석,parts_6_13,6,,,,,,,,,,,,,,
parts_6_14,Parts,다이나믹 강화석,parts_6_14,6,,,,,,,,,,,,,,
parts_6_15,Parts,아티큘레이션 강화석,parts_6_15,6,,,,,,,,,,,,,,
parts_7_1,Parts,표현력 강화석,parts_7_1,7,,,,,,,,,,,,,,
parts_7_2,Parts,감정 강화석,parts_7_2,7,,,,,,,,,,,,,,
parts_7_3,Parts,창의성 강화석,parts_7_3,7,,,,,,,,,,,,,,
parts_7_4,Parts,예술성 강화석,parts_7_4,7,,,,,,,,,,,,,,
parts_7_5,Parts,음향 아뮬렛,parts_7_5,7,,,,,,,,,,,,,,
parts_7_6,Parts,디지털 믹서,parts_7_6,7,,,,,,,,,,,,,,
parts_7_7,Parts,아날로그 신디사이저,parts_7_7,7,,,,,,,,,,,,,,
parts_7_8,Parts,전자 드럼패드,parts_7_8,7,,,,,,,,,,,,,,
parts_7_9,Parts,디지털 피아노,parts_7_9,7,,,,,,,,,,,,,,
parts_7_10,Parts,전자 기타,parts_7_10,7,,,,,,,,,,,,,,
parts_7_11,Parts,베이스 신디사이저,parts_7_11,7,,,,,,,,,,,,,,
parts_7_12,Parts,루프 머신,parts_7_12,7,,,,,,,,,,,,,,
parts_7_13,Parts,이펙터 페달,parts_7_13,7,,,,,,,,,,,,,,
parts_7_14,Parts,앰프 시뮬레이터,parts_7_14,7,,,,,,,,,,,,,,
parts_7_15,Parts,미디 컨트롤러,parts_7_15,7,,,,,,,,,,,,,,
lg_1_1,LG,블루스톤 A12,lg_1_1,1,2,4,,,,32,,,,,,,,
lg_1_2,LG,레드웨이브,lg_1_2,1,.,4,,1,5,,,26,50,,,,,
lg_1_3,LG,그린플로우 C27,lg_1_3,1,2,2,24,2,,,,,,,,,,
lg_1_4,LG,실버블레이드,lg_1_4,1,2,5,,,33,,,,,,,,,
lg_1_5,LG,골드스트림 Y18,lg_1_5,1,2,4,,4,,11,1,,,,,,,
lg_1_6,LG,그라파이트,lg_1_6,1,2,3,,13,,,,,,,12,,,
lg_1_7,LG,블루플러스,lg_1_7,1,2,3,4,,11,1,3,,,,,,,
lg_1_8,LG,실버웨이브,lg_1_8,1,2,5,21,2,1,1,,,,,,,,
lg_1_9,LG,골드트랙,lg_1_9,1,2,2,12,,2,,,,,,,,,
lg_1_10,LG,레드스파크,lg_1_10,1,2,3,14,,,15,1,,,,,,,
lg_2_1,LG,블랙라이트,lg_2_1,2,2,2,1,,,27,,,,,,,,
lg_2_2,LG,화이트웨이브,lg_2_2,2,2,2,,2,,16,1,,,,,,,
lg_2_3,LG,그린브로커,lg_2_3,2,2,5,,,28,,,,,,,,,
lg_2_4,LG,실버스트림 B29,lg_2_4,2,2,2,,,,22,,,,,,,,
lg_2_5,LG,골드플로우,lg_2_5,2,2,2,1,,27,,,,,,,,,
lg_2_6,LG,블루블레이드 X17,lg_2_6,2,2,4,,2,1,,,21,61,,,,,
lg_2_7,LG,레드스트림,lg_2_7,2,2,5,19,,1,1,2,,,,,,,
lg_2_8,LG,그린플러스 Z22,lg_2_8,2,2,3,22,,,1,1,,,,,,,
lg_2_9,LG,블랙웨이브,lg_2_9,2,2,5,,28,,,,,,,,,,
lg_2_10,LG,화이트트랙,lg_2_10,2,2,4,,,23,,1,,,,,,,
lg_3_1,LG,블루스파크,lg_3_1,3,1,1,19,1,,,,,,,,,,
lg_3_2,LG,레드스톤,lg_3_2,3,1,4,3,18,,,,,,,,,,
lg_3_3,LG,그린라이트,lg_3_3,3,1,4,13,,,1,,,,,,,,
lg_3_4,LG,실버플로우,lg_3_4,3,1,2,,,3,,14,,,,,,,
lg_3_5,LG,화이트블레이드,lg_3_5,3,1,4,4,,,,4,,,,,,,
lg_3_6,LG,블랙플러스 B60,lg_3_6,3,1,4,,,,19,1,,,,,,,
lg_3_7,LG,레드웨이브,lg_3_7,3,1,1,,,23,,,,,,,,,
lg_3_8,LG,그린스트림 X95,lg_3_8,3,1,3,,,,7,12,,,,,,,
lg_3_9,LG,실버스파크,lg_3_9,3,1,4,,15,,,5,,,,,,,
lg_3_10,LG,골드라이트 Z77,lg_3_10,3,1,4,19,1,,1,,,,,,,,
lg_4_1,LG,소리의 날개,lg_4_1,4,1,2,,2,2,3,,,,,,,,
lg_4_2,LG,음악의 출발,lg_4_2,4,1,1,,,15,,1,,,,,,,
lg_4_3,LG,세련된 사운드,lg_4_3,4,1,1,,18,,,,,,,,,,
lg_4_4,LG,오디오 프리즘,lg_4_4,4,1,2,,,3,,1,,,,,,,
lg_4_5,LG,사운드 서클,lg_4_5,4,1,3,,1,,,11,,,,,,,
lg_4_6,LG,음악의 향기,lg_4_6,4,1,2,,,,4,,13,54,,,,,
lg_4_7,LG,멜로디 블레이드,lg_4_7,4,1,1,2,4,,2,,,,,,,,
lg_4_8,LG,사운드 플로우,lg_4_8,4,1,2,,15,,,,7,28,,,,,
lg_4_9,LG,에코 이어,lg_4_9,4,1,1,4,,,3,,,,,,,,
lg_4_10,LG,리듬 리프트,lg_4_10,4,1,2,,,,2,6,,,,,,,
lg_4_11,LG,오디오 클로버,lg_4_11,4,1,2,18,,,,,,,,,,,
lg_4_12,LG,소리의 정원,lg_4_12,4,1,3,,,13,,,,,,,,,
lg_4_13,LG,음악의 유니버스,lg_4_13,4,1,2,,,2,,,13,55,,,,,
lg_4_14,LG,클리어 소나타,lg_4_14,4,1,3,,,3,,2,,,,,,,
lg_4_15,LG,오디오 퍼즐,lg_4_15,4,1,1,,,,2,13,,,,,,,
lg_4_16,LG,음악의 멜로디,lg_4_16,4,1,2,,,,,5,12,50,,,,,
lg_4_17,LG,사운드 파트너,lg_4_17,4,1,3,2,,2,,3,,,,,,,
lg_4_18,LG,소리의 섬,lg_4_18,4,1,2,,,12,,1,,,,,,,
lg_4_19,LG,음악의 플로우,lg_4_19,4,1,1,18,,,,,,,,,,,
lg_4_20,LG,노래의 환희,lg_4_20,4,1,2,5,1,3,,,,,,,,,
lg_5_1,LG,실버 서라운드,lg_5_1,5,0,0,,13,,,,,,,,,,
lg_5_2,LG,소리의 오아시스,lg_5_2,5,0,1,9,,,,,8,28,,,,,
lg_5_3,LG,리듬의 펄스,lg_5_3,5,0,1,,1,2,,,,,,,,,
lg_5_4,LG,음악의 아카데미,lg_5_4,5,0,1,6,,,,,8,49,,,,,
lg_5_5,LG,사운드 메모리,lg_5_5,5,0,1,,,13,,,,,,,,,
lg_5_6,LG,클리어 스펙트럼,lg_5_6,5,0,0,,,,13,,,,,,,,
lg_5_7,LG,음악의 이어,lg_5_7,5,0,2,,,13,,,,,,,,,
lg_5_8,LG,사운드 스트림,lg_5_8,5,0,0,,,13,,,,,,,,,
lg_5_9,LG,뮤직 메이즈,lg_5_9,5,0,2,13,,,,,,,,,,,
lg_5_10,LG,음악의 스토리,lg_5_10,5,0,0,,,,,4,,,,,,,
lg_5_11,LG,사운드 캐슬,lg_5_11,5,0,0,,,,13,,,,,,,,
lg_5_12,LG,오디오 아카이브,lg_5_12,5,0,2,9,,,,,6,41,,,,,
lg_5_13,LG,멜로디 캐년,lg_5_13,5,0,0,,,,13,,,,,,,,
lg_5_14,LG,음악의 하모니,lg_5_14,5,0,0,,,13,,,,,,,,,
lg_5_15,LG,음향의 축복,lg_5_15,5,0,1,,,2,,5,,,,,,,
lg_5_16,LG,사운드 프라임,lg_5_16,5,0,2,,,,,13,,,,,,,
lg_5_17,LG,클리어 코너,lg_5_17,5,0,0,9,,,,,9,25,,,,,
lg_5_18,LG,음악의 윈도,lg_5_18,5,0,2,,,13,,,,,,,,,
lg_5_19,LG,사운드 소서러,lg_5_19,5,0,1,,1,,3,,,,,,,,
lg_5_20,LG,멜로디 모션,lg_5_20,5,0,1,,,2,1,,,,,,,,
lg_6_1,LG,별빛 마이크,lg_6_1,6,0,1,,,,6,,,,,,,,
lg_6_2,LG,화염 마이크,lg_6_2,6,0,1,,,,8,,,,,,,,
lg_6_3,LG,얼음 마이크,lg_6_3,6,0,1,8,,,,,,,,,,,
lg_6_4,LG,폭풍 마이크,lg_6_4,6,0,1,,,,8,,,,,,,,
lg_6_5,LG,달빛 마이크,lg_6_5,6,0,1,,6,,,,,,,,,,
lg_6_6,LG,태양 마이크,lg_6_6,6,0,1,1,,,2,,,,,,,,
lg_6_7,LG,바람 마이크,lg_6_7,6,0,1,,,,4,,,,,,,,
lg_6_8,LG,대지의 마이크,lg_6_8,6,0,1,,,,,7,,,,,,,
lg_6_9,LG,바다의 마이크,lg_6_9,6,0,1,,,1,1,,,,,,,,
lg_6_10,LG,하늘의 마이크,lg_6_10,6,0,1,,,8,,,,,,,,,
lg_7_1,LG,환상 건반,lg_7_1,7,0,1,,,,3,,,,,,,,
lg_7_2,LG,은하계 피아노,lg_7_2,7,0,1,,,,,3,,,,,,,
lg_7_3,LG,무지개 건반,lg_7_3,7,0,1,3,,,,,,,,,,,
lg_7_4,LG,번개 피아노,lg_7_4,7,0,1,,3,,,,,,,,,,
lg_7_5,LG,얼음 건반,lg_7_5,7,0,1,,,3,,,,,,,,,
lg_7_6,LG,화염 피아노,lg_7_6,7,0,1,,,,,3,,,,,,,
lg_7_7,LG,바람의 건반,lg_7_7,7,0,1,,3,,,,,,,,,,
lg_7_8,LG,대지의 피아노,lg_7_8,7,0,1,,3,,,,,,,,,,
lg_7_9,LG,물의 건반,lg_7_9,7,0,1,,,3,,,,,,,,,
lg_7_10,LG,슬라임사운드,lg_7_10,7,0,1,,,,,3,,,,,,,
acce_1_1,Accessory,노바모니터,acce_1_1,1,3,5,,93,,,,,,6,,,,
acce_1_2,Accessory,플렉스판,acce_1_2,1,3,5,,,,,91,,,7,,,,
acce_1_3,Accessory,블레이드토치,acce_1_3,1,3,5,79,,,,,,,13,,,,
acce_1_4,Accessory,홀로그립스,acce_1_4,1,3,4,,,,,83,,,11,,,,
acce_1_5,Accessory,익스트림플로우,acce_1_5,1,3,5,,,85,,,,,10,,,,
acce_1_6,Accessory,나노글로브,acce_1_6,1,3,5,,89,,,,,,8,,,,
acce_1_7,Accessory,블루비트,acce_1_7,1,3,5,,91,,,,,,7,,,,
acce_1_8,Accessory,플라즈마팟,acce_1_8,1,3,3,,,89,,,,,8,,,,
acce_1_9,Accessory,스펙트럼스트림,acce_1_9,1,3,4,,,,81,,,,12,,,,
acce_1_10,Accessory,오라클렌즈,acce_1_10,1,3,5,91,,,,,,,7,,,,
acce_2_1,Accessory,신트로렌즈,acce_2_1,2,2,4,70,,,,,,,10,,,,
acce_2_2,Accessory,시큐로모듈,acce_2_2,2,2,2,,78,,,,,,6,,,,
acce_2_3,Accessory,헬리오스토리지,acce_2_3,2,2,4,,76,,,,,,7,,,,
acce_2_4,Accessory,넥스패드,acce_2_4,2,2,5,,,,,74,,,8,,,,
acce_2_5,Accessory,스페이스폰,acce_2_5,2,2,2,,,,72,,,,9,,,,
acce_2_6,Accessory,픽셀뷰,acce_2_6,2,2,2,76,,,,,,,7,,,,
acce_2_7,Accessory,에너지픽,acce_2_7,2,2,5,,,,,74,,,8,,,,
acce_2_8,Accessory,아토스토리지,acce_2_8,2,2,4,74,,,,,,,8,,,,
acce_2_9,Accessory,사운드이콰,acce_2_9,2,2,5,,,,,76,,,7,,,,
acce_2_10,Accessory,블루타입,acce_2_10,2,2,2,,,,70,,,,10,,,,
acce_3_1,Accessory,크리스탈 헤드폰,acce_3_1,3,2,4,,,,,59,,,8,,,,
acce_3_2,Accessory,천상의 이어폰,acce_3_2,3,2,4,,,57,,,,,9,,,,
acce_3_3,Accessory,번개 헤드셋,acce_3_3,3,2,3,,59,,,,,,8,,,,
acce_3_4,Accessory,무지개 청음기,acce_3_4,3,2,5,,57,,,,,,9,,,,
acce_3_5,Accessory,마법의 헤드폰,acce_3_5,3,2,2,,,,65,,,,5,,,,
acce_3_6,Accessory,황금 이어폰,acce_3_6,3,2,4,,,65,,,,,5,,,,
acce_3_7,Accessory,다이아몬드 헤드셋,acce_3_7,3,2,2,,,61,,,,,7,,,,
acce_3_8,Accessory,은빛 청음기,acce_3_8,3,2,2,,61,,,,,,7,,,,
acce_3_9,Accessory,드래곤 헤드폰,acce_3_9,3,2,5,,,63,,,,,6,,,,
acce_3_10,Accessory,천사의 이어폰,acce_3_10,3,2,5,,,,,67,,,4,,,,
acce_4_1,Accessory,음표 목걸이,acce_4_1,4,1,2,,54,,,,,,3,,,,
acce_4_2,Accessory,박자 반지,acce_4_2,4,1,1,,50,,,,,,5,,,,
acce_4_3,Accessory,화음 팔찌,acce_4_3,4,1,2,,52,,,,,,4,,,,
acce_4_4,Accessory,리듬 귀걸이,acce_4_4,4,1,3,,,,46,,,,7,,,,
acce_4_5,Accessory,멜로디 브로치,acce_4_5,4,1,2,48,,,,,,,6,,,,
acce_4_6,Accessory,하모니 펜던트,acce_4_6,4,1,3,,46,,,,,,7,,,,
acce_4_7,Accessory,템포 시계,acce_4_7,4,1,3,48,,,,,,,6,,,,
acce_4_8,Accessory,스케일 벨트,acce_4_8,4,1,2,,54,,,,,,3,,,,
acce_4_9,Accessory,코드 모자,acce_4_9,4,1,3,,,48,,,,,6,,,,
acce_4_10,Accessory,사운드 장갑,acce_4_10,4,1,1,,,,,46,,,7,,,,
acce_4_11,Accessory,고대 악보,acce_4_11,4,1,1,,,,52,,,,4,,,,
acce_4_12,Accessory,명장의 피크,acce_4_12,4,1,3,,52,,,,,,4,,,,
acce_4_13,Accessory,전설의 현,acce_4_13,4,1,2,,,,48,,,,6,,,,
acce_4_14,Accessory,희귀 음반,acce_4_14,4,1,1,48,,,,,,,6,,,,
acce_4_15,Accessory,빈티지 CD,acce_4_15,4,1,2,,,,48,,,,6,,,,
acce_4_16,Accessory,클래식 카세트,acce_4_16,4,1,2,,,,,50,,,5,,,,
acce_4_17,Accessory,골드 디스크,acce_4_17,4,1,2,,,,,54,,,3,,,,
acce_4_18,Accessory,플래티넘 앨범,acce_4_18,4,1,3,,46,,,,,,7,,,,
acce_4_19,Accessory,다이아몬드 레코드,acce_4_19,4,1,2,,,,46,,,,7,,,,
acce_4_20,Accessory,크리스탈 음반,acce_4_20,4,1,2,,,,,52,,,4,,,,
acce_5_1,Accessory,우주의 화음,acce_5_1,5,1,1,,35,,,,,,5,,,,
acce_5_2,Accessory,시공간 리듬,acce_5_2,5,1,2,,,39,,,,,3,,,,
acce_5_3,Accessory,차원의 멜로디,acce_5_3,5,1,2,35,,,,,,,5,,,,
acce_5_4,Accessory,영원의 교향곡,acce_5_4,5,1,2,37,,,,,,,4,,,,
acce_5_5,Accessory,무한의 선율,acce_5_5,5,1,2,,,,,35,,,5,,,,
acce_5_6,Accessory,절대 음감,acce_5_6,5,1,1,39,,,,,,,3,,,,
acce_5_7,Accessory,완전한 조화,acce_5_7,5,1,2,,,,,37,,,4,,,,
acce_5_8,Accessory,궁극의 리듬,acce_5_8,5,1,2,,,,,41,,,2,,,,
acce_5_9,Accessory,신의 음성,acce_5_9,5,1,2,,,37,,,,,4,,,,
acce_5_10,Accessory,창조의 선율,acce_5_10,5,1,3,,,,,37,,,4,,,,
acce_5_11,Accessory,사파이어 크리스탈,acce_5_11,5,1,2,,35,,,,,,5,,,,
acce_5_12,Accessory,루비 크리스탈,acce_5_12,5,1,2,37,,,,,,,4,,,,
acce_5_13,Accessory,에메랄드 크리스탈,acce_5_13,5,1,2,,,,39,,,,3,,,,
acce_5_14,Accessory,토파즈 크리스탈,acce_5_14,5,1,3,,,,,41,,,2,,,,
acce_5_15,Accessory,아메시스트 크리스탈,acce_5_15,5,1,2,35,,,,,,,5,,,,
acce_5_16,Accessory,가넷 크리스탈,acce_5_16,5,1,2,39,,,,,,,3,,,,
acce_5_17,Accessory,페리도트 크리스탈,acce_5_17,5,1,3,,,39,,,,,3,,,,
acce_5_18,Accessory,아쿠아마린 크리스탈,acce_5_18,5,1,3,35,,,,,,,5,,,,
acce_5_19,Accessory,터키석 크리스탈,acce_5_19,5,1,2,37,,,,,,,4,,,,
acce_5_20,Accessory,오닉스 크리스탈,acce_5_20,5,1,1,,,39,,,,,3,,,,
acce_6_1,Accessory,음성 분석기,acce_6_1,6,1,1,,24,,,,,,3,,,,
acce_6_2,Accessory,주파수 측정기,acce_6_2,6,1,1,,,,,28,,,1,,,,
acce_6_3,Accessory,데시벨 측정기,acce_6_3,6,1,1,,,26,,,,,2,,,,
acce_6_4,Accessory,스펙트럼 분석기,acce_6_4,6,1,2,,,,,26,,,2,,,,
acce_6_5,Accessory,파형 생성기,acce_6_5,6,1,1,,,,,24,,,3,,,,
acce_6_6,Accessory,노이즈 제거기,acce_6_6,6,1,2,,26,,,,,,2,,,,
acce_6_7,Accessory,에코 컨트롤러,acce_6_7,6,1,2,,,,24,,,,3,,,,
acce_6_8,Accessory,페이드 컨트롤러,acce_6_8,6,1,1,,,,,26,,,2,,,,
acce_6_9,Accessory,크로스페이드 믹서,acce_6_9,6,1,2,,,,,26,,,2,,,,
acce_6_10,Accessory,멀티트랙 레코더,acce_6_10,6,1,2,,,28,,,,,1,,,,
acce_7_1,Accessory,오르페우스의 리라,acce_7_1,7,0,1,,,13,,,,,1,,,,
acce_7_2,Accessory,아폴론의 키타라,acce_7_2,7,0,1,,,,13,,,,1,,,,
acce_7_3,Accessory,헤르메스의 플루트,acce_7_3,7,0,1,,13,,,,,,1,,,,
acce_7_4,Accessory,아테나의 아울로스,acce_7_4,7,0,2,,,13,,,,,1,,,,
acce_7_5,Accessory,디오니소스의 심벌,acce_7_5,7,0,2,,,,13,,,,1,,,,
acce_7_6,Accessory,뮤즈의 하프,acce_7_6,7,0,2,,,,13,,,,1,,,,
acce_7_7,Accessory,사이렌의 노래,acce_7_7,7,0,0,15,,,,,,,0,,,,
acce_7_8,Accessory,판의 피리,acce_7_8,7,0,2,,,,,13,,,1,,,,
acce_7_9,Accessory,에코의 메아리,acce_7_9,7,0,0,,13,,,,,,1,,,,
acce_7_10,Accessory,하모니아의 화음,acce_7_10,7,0,2,15,,,,,,,0,,,,
radio_1_1,Radio,에코사운드 레트로파노스,radio_1_1,1,0,1,67,,,,,,,,,8,780,10
radio_1_2,Radio,브리즈톤 클래식웨이브,radio_1_2,1,0,0,68,,,,,,,,,,,
radio_1_3,Radio,메들리픽스 오디오바이브,radio_1_3,1,0,5,,,,68,,,,,,,,
radio_1_4,Radio,서니웨이브 퓨처파이어,radio_1_4,1,0,2,,67,,,,,,,,7,780,9
radio_1_5,Radio,아우라소닉 스테이션메이트,radio_1_5,1,0,0,68,,,,,,,,,,,
radio_1_6,Radio,리눅스플로우 에버플레이,radio_1_6,1,0,0,,,68,,,,,,,,,
radio_1_7,Radio,솔라트론 클리어코브,radio_1_7,1,0,2,1,53,3,1,,,,,,,,
radio_1_8,Radio,노바픽스 사이펀드,radio_1_8,1,0,0,,66,,,,,,,,,,
radio_1_9,Radio,플래시파크 에코라디언,radio_1_9,1,0,5,,2,,54,,,,,,4,420,12
radio_1_10,Radio,브론즈웨이브 스피커메이트,radio_1_10,1,0,0,,,,68,,,,,,,,
radio_2_1,Radio,프리미엄사운드 에버웨이브,radio_2_1,2,0,1,,,,,58,,,,,3,600,8
radio_2_2,Radio,크리스탈톤 웨이브캐스트,radio_2_2,2,0,0,58,,,,,,,,,4,480,8
radio_2_3,Radio,퓨처웨이브 프로플로우,radio_2_3,2,0,2,,38,,,1,,,,,,,
radio_2_4,Radio,에코플로우 퓨어사이드,radio_2_4,2,0,2,54,1,,1,,,,,,,,
